mois,vivants,morts_juv_cum,morts_enf_cum,morts_adult_cum,morts_total_cum,naiss_mois,morts_juv_mois,morts_enf_mois,morts_adult_mois,morts_mois,source_file
169,3002795,17033837,874006,386099,18293942,1617801,1294230,66056,29106,1389392,SimulationLapin_192_mois_13|01_01:05_14.csv
170,3249806,18435054,946222,417993,19799269,1752338,1401217,72216,31894,1505327,SimulationLapin_192_mois_13|01_01:05_14.csv
171,3515384,19950167,1023845,452541,21426553,1892862,1515113,77623,34548,1627284,SimulationLapin_192_mois_13|01_01:05_14.csv
172,3802908,21591687,1107907,489757,23189351,2050322,1641520,84062,37216,1762798,SimulationLapin_192_mois_13|01_01:05_14.csv
173,4115627,23363247,1198791,530144,25092182,2215550,1771560,90884,40387,1902831,SimulationLapin_192_mois_13|01_01:05_14.csv
174,4454527,25285645,1297675,573548,27156868,2403586,1922398,98884,43404,2064686,SimulationLapin_192_mois_13|01_01:05_14.csv
175,4820970,27360311,1403931,620444,29384686,2594261,2074666,106256,46896,2227818,SimulationLapin_192_mois_13|01_01:05_14.csv
176,5217623,29615060,1518997,671518,31805575,2817542,2254749,115066,51074,2420889,SimulationLapin_192_mois_13|01_01:05_14.csv
177,5645851,32042476,1643921,726482,34412879,3035532,2427416,124924,54964,2607304,SimulationLapin_192_mois_13|01_01:05_14.csv
178,6110571,34680100,1779646,786019,37245765,3297606,2637624,135725,59537,2832886,SimulationLapin_192_mois_13|01_01:05_14.csv
179,6609283,37524692,1925870,850513,40301075,3554022,2844592,146224,64494,3055310,SimulationLapin_192_mois_13|01_01:05_14.csv
180,7153292,40614815,2083431,920500,43618746,3861680,3090123,157561,69987,3317671,SimulationLapin_192_mois_13|01_01:05_14.csv
181,7738578,43943514,2254451,996008,47193973,4160513,3328699,171020,75508,3575227,SimulationLapin_192_mois_13|01_01:05_14.csv
182,8377863,47561502,2438946,1077090,51077538,4522850,3617988,184495,81082,3883565,SimulationLapin_192_mois_13|01_01:05_14.csv
183,9065083,51463515,2639446,1165371,55268332,4878014,3902013,200500,88281,4190794,SimulationLapin_192_mois_13|01_01:05_14.csv
184,9811103,55694986,2856641,1261576,59813203,5290891,4231471,217195,96205,4544871,SimulationLapin_192_mois_13|01_01:05_14.csv
185,10614335,60265266,3090650,1365600,64721516,5711545,4570280,234009,104024,4908313,SimulationLapin_192_mois_13|01_01:05_14.csv
186,11487683,65218243,3344413,1477386,70040042,6191874,4952977,253763,111786,5318526,SimulationLapin_192_mois_13|01_01:05_14.csv
187,12428452,70570093,3619044,1598564,75787701,6688428,5351850,274631,121178,5747659,SimulationLapin_192_mois_13|01_01:05_14.csv
188,13447089,76374073,3916507,1729924,82020504,7251440,5803980,297463,131360,6232803,SimulationLapin_192_mois_13|01_01:05_14.csv
189,14550074,82640407,4238414,1871944,88750765,7833246,6266334,321907,142020,6730261,SimulationLapin_192_mois_13|01_01:05_14.csv
190,15745753,89433444,4586464,2025415,96045323,8490237,6793037,348050,153471,7294558,SimulationLapin_192_mois_13|01_01:05_14.csv
191,17033245,96775899,4964099,2192037,103932035,9174204,7342455,377635,166622,7886712,SimulationLapin_192_mois_13|01_01:05_14.csv
192,18433813,104726758,5371180,2371749,112469687,9938220,7950859,407081,179712,8537652,SimulationLapin_192_mois_13|01_01:05_14.csv
1,4,0,0,0,0,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_15.csv
2,6,9,0,0,9,11,9,0,0,9,SimulationLapin_192_mois_13|01_01:06_15.csv
3,6,9,0,0,9,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_15.csv
4,9,16,0,0,16,10,7,0,0,7,SimulationLapin_192_mois_13|01_01:06_15.csv
5,9,16,0,0,16,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_15.csv
6,9,23,0,0,23,7,7,0,0,7,SimulationLapin_192_mois_13|01_01:06_15.csv
7,9,23,0,0,23,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_15.csv
8,10,31,0,0,31,9,8,0,0,8,SimulationLapin_192_mois_13|01_01:06_15.csv
9,13,33,0,0,33,5,2,0,0,2,SimulationLapin_192_mois_13|01_01:06_15.csv
10,15,38,0,0,38,7,5,0,0,5,SimulationLapin_192_mois_13|01_01:06_15.csv
11,12,41,2,1,44,3,3,2,1,6,SimulationLapin_192_mois_13|01_01:06_15.csv
12,13,50,2,1,53,10,9,0,0,9,SimulationLapin_192_mois_13|01_01:06_15.csv
13,14,54,2,1,57,5,4,0,0,4,SimulationLapin_192_mois_13|01_01:06_15.csv
14,16,59,2,1,62,7,5,0,0,5,SimulationLapin_192_mois_13|01_01:06_15.csv
15,16,63,2,1,66,4,4,0,0,4,SimulationLapin_192_mois_13|01_01:06_15.csv
16,16,64,4,1,69,3,1,2,0,3,SimulationLapin_192_mois_13|01_01:06_15.csv
17,18,67,4,1,72,5,3,0,0,3,SimulationLapin_192_mois_13|01_01:06_15.csv
18,19,69,4,1,74,3,2,0,0,2,SimulationLapin_192_mois_13|01_01:06_15.csv
19,21,76,4,1,81,9,7,0,0,7,SimulationLapin_192_mois_13|01_01:06_15.csv
20,24,81,4,1,86,8,5,0,0,5,SimulationLapin_192_mois_13|01_01:06_15.csv
21,26,86,4,1,91,7,5,0,0,5,SimulationLapin_192_mois_13|01_01:06_15.csv
22,26,100,5,1,106,15,14,1,0,15,SimulationLapin_192_mois_13|01_01:06_15.csv
23,27,106,6,1,113,8,6,1,0,7,SimulationLapin_192_mois_13|01_01:06_15.csv
24,31,128,7,2,137,28,22,1,1,24,SimulationLapin_192_mois_13|01_01:06_15.csv
25,32,146,7,2,155,19,18,0,0,18,SimulationLapin_192_mois_13|01_01:06_15.csv
26,31,168,8,4,180,24,22,1,2,25,SimulationLapin_192_mois_13|01_01:06_15.csv
27,35,188,9,4,201,25,20,1,0,21,SimulationLapin_192_mois_13|01_01:06_15.csv
28,34,206,10,5,221,19,18,1,1,20,SimulationLapin_192_mois_13|01_01:06_15.csv
29,38,221,10,6,237,20,15,0,1,16,SimulationLapin_192_mois_13|01_01:06_15.csv
30,39,229,10,7,246,10,8,0,1,9,SimulationLapin_192_mois_13|01_01:06_15.csv
31,48,258,12,7,277,40,29,2,0,31,SimulationLapin_192_mois_13|01_01:06_15.csv
32,54,270,13,7,290,19,12,1,0,13,SimulationLapin_192_mois_13|01_01:06_15.csv
33,63,291,15,8,314,33,21,2,1,24,SimulationLapin_192_mois_13|01_01:06_15.csv
34,64,310,16,8,334,21,19,1,0,20,SimulationLapin_192_mois_13|01_01:06_15.csv
35,68,335,16,8,359,29,25,0,0,25,SimulationLapin_192_mois_13|01_01:06_15.csv
36,71,347,18,8,373,17,12,2,0,14,SimulationLapin_192_mois_13|01_01:06_15.csv
37,76,388,19,10,417,49,41,1,2,44,SimulationLapin_192_mois_13|01_01:06_15.csv
38,78,410,20,10,440,25,22,1,0,23,SimulationLapin_192_mois_13|01_01:06_15.csv
39,89,460,22,10,492,63,50,2,0,52,SimulationLapin_192_mois_13|01_01:06_15.csv
40,96,503,23,12,538,53,43,1,2,46,SimulationLapin_192_mois_13|01_01:06_15.csv
41,104,553,26,12,591,61,50,3,0,53,SimulationLapin_192_mois_13|01_01:06_15.csv
42,106,599,29,13,641,52,46,3,1,50,SimulationLapin_192_mois_13|01_01:06_15.csv
43,116,645,31,15,691,60,46,2,2,50,SimulationLapin_192_mois_13|01_01:06_15.csv
44,121,707,34,18,759,73,62,3,3,68,SimulationLapin_192_mois_13|01_01:06_15.csv
45,125,766,39,19,824,69,59,5,1,65,SimulationLapin_192_mois_13|01_01:06_15.csv
46,135,836,42,20,898,84,70,3,1,74,SimulationLapin_192_mois_13|01_01:06_15.csv
47,147,900,44,20,964,78,64,2,0,66,SimulationLapin_192_mois_13|01_01:06_15.csv
48,161,970,49,22,1041,91,70,5,2,77,SimulationLapin_192_mois_13|01_01:06_15.csv
49,175,1042,50,23,1115,88,72,1,1,74,SimulationLapin_192_mois_13|01_01:06_15.csv
50,196,1130,53,23,1206,112,88,3,0,91,SimulationLapin_192_mois_13|01_01:06_15.csv
51,217,1210,58,23,1291,106,80,5,0,85,SimulationLapin_192_mois_13|01_01:06_15.csv
52,232,1327,66,23,1416,140,117,8,0,125,SimulationLapin_192_mois_13|01_01:06_15.csv
53,251,1404,69,24,1497,100,77,3,1,81,SimulationLapin_192_mois_13|01_01:06_15.csv
54,287,1559,74,26,1659,198,155,5,2,162,SimulationLapin_192_mois_13|01_01:06_15.csv
55,308,1650,79,27,1756,118,91,5,1,97,SimulationLapin_192_mois_13|01_01:06_15.csv
56,349,1830,83,32,1945,230,180,4,5,189,SimulationLapin_192_mois_13|01_01:06_15.csv
57,362,1941,96,37,2074,142,111,13,5,129,SimulationLapin_192_mois_13|01_01:06_15.csv
58,403,2142,104,41,2287,254,201,8,4,213,SimulationLapin_192_mois_13|01_01:06_15.csv
59,428,2297,113,46,2456,194,155,9,5,169,SimulationLapin_192_mois_13|01_01:06_15.csv
60,474,2523,122,51,2696,286,226,9,5,240,SimulationLapin_192_mois_13|01_01:06_15.csv
61,504,2707,136,56,2899,233,184,14,5,203,SimulationLapin_192_mois_13|01_01:06_15.csv
62,541,2963,146,59,3168,306,256,10,3,269,SimulationLapin_192_mois_13|01_01:06_15.csv
63,576,3201,159,67,3427,294,238,13,8,259,SimulationLapin_192_mois_13|01_01:06_15.csv
64,646,3472,171,72,3715,358,271,12,5,288,SimulationLapin_192_mois_13|01_01:06_15.csv
65,712,3757,188,79,4024,375,285,17,7,309,SimulationLapin_192_mois_13|01_01:06_15.csv
66,763,4087,204,85,4376,403,330,16,6,352,SimulationLapin_192_mois_13|01_01:06_15.csv
67,812,4432,219,97,4748,421,345,15,12,372,SimulationLapin_192_mois_13|01_01:06_15.csv
68,865,4810,247,103,5160,465,378,28,6,412,SimulationLapin_192_mois_13|01_01:06_15.csv
69,927,5229,265,113,5607,509,419,18,10,447,SimulationLapin_192_mois_13|01_01:06_15.csv
70,999,5659,288,122,6069,534,430,23,9,462,SimulationLapin_192_mois_13|01_01:06_15.csv
71,1089,6202,310,138,6650,671,543,22,16,581,SimulationLapin_192_mois_13|01_01:06_15.csv
72,1170,6706,339,154,7199,630,504,29,16,549,SimulationLapin_192_mois_13|01_01:06_15.csv
73,1275,7286,367,167,7820,726,580,28,13,621,SimulationLapin_192_mois_13|01_01:06_15.csv
74,1343,7868,410,183,8461,709,582,43,16,641,SimulationLapin_192_mois_13|01_01:06_15.csv
75,1465,8523,437,196,9156,817,655,27,13,695,SimulationLapin_192_mois_13|01_01:06_15.csv
76,1590,9151,479,206,9836,805,628,42,10,680,SimulationLapin_192_mois_13|01_01:06_15.csv
77,1700,9886,518,225,10629,903,735,39,19,793,SimulationLapin_192_mois_13|01_01:06_15.csv
78,1825,10620,553,251,11424,920,734,35,26,795,SimulationLapin_192_mois_13|01_01:06_15.csv
79,1977,11504,599,273,12376,1104,884,46,22,952,SimulationLapin_192_mois_13|01_01:06_15.csv
80,2134,12369,650,296,13315,1096,865,51,23,939,SimulationLapin_192_mois_13|01_01:06_15.csv
81,2309,13397,710,325,14432,1292,1028,60,29,1117,SimulationLapin_192_mois_13|01_01:06_15.csv
82,2513,14384,763,350,15497,1269,987,53,25,1065,SimulationLapin_192_mois_13|01_01:06_15.csv
83,2747,15491,815,371,16677,1414,1107,52,21,1180,SimulationLapin_192_mois_13|01_01:06_15.csv
84,2968,16763,888,397,18048,1592,1272,73,26,1371,SimulationLapin_192_mois_13|01_01:06_15.csv
85,3178,18120,971,423,19514,1676,1357,83,26,1466,SimulationLapin_192_mois_13|01_01:06_15.csv
86,3433,19575,1039,456,21070,1811,1455,68,33,1556,SimulationLapin_192_mois_13|01_01:06_15.csv
87,3723,21103,1127,485,22715,1935,1528,88,29,1645,SimulationLapin_192_mois_13|01_01:06_15.csv
88,4035,22805,1206,524,24535,2132,1702,79,39,1820,SimulationLapin_192_mois_13|01_01:06_15.csv
89,4350,24660,1295,564,26519,2299,1855,89,40,1984,SimulationLapin_192_mois_13|01_01:06_15.csv
90,4725,26729,1385,616,28730,2586,2069,90,52,2211,SimulationLapin_192_mois_13|01_01:06_15.csv
91,5111,28975,1505,669,31149,2805,2246,120,53,2419,SimulationLapin_192_mois_13|01_01:06_15.csv
92,5587,31336,1625,713,33674,3001,2361,120,44,2525,SimulationLapin_192_mois_13|01_01:06_15.csv
93,6025,33785,1780,778,36343,3107,2449,155,65,2669,SimulationLapin_192_mois_13|01_01:06_15.csv
94,6512,36588,1918,847,39353,3497,2803,138,69,3010,SimulationLapin_192_mois_13|01_01:06_15.csv
95,7028,39510,2081,907,42498,3661,2922,163,60,3145,SimulationLapin_192_mois_13|01_01:06_15.csv
96,7556,42718,2265,987,45970,4000,3208,184,80,3472,SimulationLapin_192_mois_13|01_01:06_15.csv
97,8202,46129,2450,1041,49620,4296,3411,185,54,3650,SimulationLapin_192_mois_13|01_01:06_15.csv
98,8921,50007,2650,1125,53782,4881,3878,200,84,4162,SimulationLapin_192_mois_13|01_01:06_15.csv
99,9716,54087,2855,1210,58152,5165,4080,205,85,4370,SimulationLapin_192_mois_13|01_01:06_15.csv
100,10480,58495,3114,1319,62928,5540,4408,259,109,4776,SimulationLapin_192_mois_13|01_01:06_15.csv
101,11356,63451,3374,1413,68238,6186,4956,260,94,5310,SimulationLapin_192_mois_13|01_01:06_15.csv
102,12218,68634,3644,1532,73810,6434,5183,270,119,5572,SimulationLapin_192_mois_13|01_01:06_15.csv
103,13240,74304,3950,1649,79903,7115,5670,306,117,6093,SimulationLapin_192_mois_13|01_01:06_15.csv
104,14292,80261,4280,1783,86324,7473,5957,330,134,6421,SimulationLapin_192_mois_13|01_01:06_15.csv
105,15420,87075,4629,1946,93650,8454,6814,349,163,7326,SimulationLapin_192_mois_13|01_01:06_15.csv
106,16721,94165,5002,2094,101261,8912,7090,373,148,7611,SimulationLapin_192_mois_13|01_01:06_15.csv
107,18040,102234,5435,2264,109933,9991,8069,433,170,8672,SimulationLapin_192_mois_13|01_01:06_15.csv
108,19408,110487,5875,2481,118843,10278,8253,440,217,8910,SimulationLapin_192_mois_13|01_01:06_15.csv
109,21100,119683,6335,2701,128719,11568,9196,460,220,9876,SimulationLapin_192_mois_13|01_01:06_15.csv
110,22799,129218,6854,2912,138984,11964,9535,519,211,10265,SimulationLapin_192_mois_13|01_01:06_15.csv
111,24789,139961,7383,3166,150510,13516,10743,529,254,11526,SimulationLapin_192_mois_13|01_01:06_15.csv
112,26775,151082,7990,3423,162495,13971,11121,607,257,11985,SimulationLapin_192_mois_13|01_01:06_15.csv
113,28943,163491,8672,3736,175899,15572,12409,682,313,13404,SimulationLapin_192_mois_13|01_01:06_15.csv
114,31275,176629,9412,4033,190074,16507,13138,740,297,14175,SimulationLapin_192_mois_13|01_01:06_15.csv
115,33966,191168,10162,4348,205678,18295,14539,750,315,15604,SimulationLapin_192_mois_13|01_01:06_15.csv
116,36546,206520,10985,4712,222217,19119,15352,823,364,16539,SimulationLapin_192_mois_13|01_01:06_15.csv
117,39632,223503,11854,5114,240471,21340,16983,869,402,18254,SimulationLapin_192_mois_13|01_01:06_15.csv
118,42768,241146,12812,5536,259494,22159,17643,958,422,19023,SimulationLapin_192_mois_13|01_01:06_15.csv
119,46365,261467,13823,5987,281277,25380,20321,1011,451,21783,SimulationLapin_192_mois_13|01_01:06_15.csv
120,50064,282412,14935,6516,303863,26285,20945,1112,529,22586,SimulationLapin_192_mois_13|01_01:06_15.csv
121,54258,306039,16112,7078,329229,29560,23627,1177,562,25366,SimulationLapin_192_mois_13|01_01:06_15.csv
122,58512,330856,17459,7672,355987,31012,24817,1347,594,26758,SimulationLapin_192_mois_13|01_01:06_15.csv
123,63586,358522,18835,8262,385619,34706,27666,1376,590,29632,SimulationLapin_192_mois_13|01_01:06_15.csv
124,68479,387462,20409,8926,416797,36071,28940,1574,664,31178,SimulationLapin_192_mois_13|01_01:06_15.csv
125,74059,420017,22106,9643,451766,40549,32555,1697,717,34969,SimulationLapin_192_mois_13|01_01:06_15.csv
126,79978,453718,23860,10425,488003,42156,33701,1754,782,36237,SimulationLapin_192_mois_13|01_01:06_15.csv
127,86763,491473,25805,11240,528518,47300,37755,1945,815,40515,SimulationLapin_192_mois_13|01_01:06_15.csv
128,93639,531196,27874,12136,571206,49564,39723,2069,896,42688,SimulationLapin_192_mois_13|01_01:06_15.csv
129,101443,575467,30113,13133,618713,55311,44271,2239,997,47507,SimulationLapin_192_mois_13|01_01:06_15.csv
130,109746,622136,32481,14175,668792,58382,46669,2368,1042,50079,SimulationLapin_192_mois_13|01_01:06_15.csv
131,118922,673887,35094,15361,724342,64726,51751,2613,1186,55550,SimulationLapin_192_mois_13|01_01:06_15.csv
132,128394,728658,37971,16621,783250,68380,54771,2877,1260,58908,SimulationLapin_192_mois_13|01_01:06_15.csv
133,139067,789495,41070,17971,848536,75959,60837,3099,1350,65286,SimulationLapin_192_mois_13|01_01:06_15.csv
134,150266,853635,44348,19408,917391,80054,64140,3278,1437,68855,SimulationLapin_192_mois_13|01_01:06_15.csv
135,162759,924680,47909,20977,993566,88668,71045,3561,1569,76175,SimulationLapin_192_mois_13|01_01:06_15.csv
136,176060,1000598,51798,22725,1075121,94856,75918,3889,1748,81555,SimulationLapin_192_mois_13|01_01:06_15.csv
137,190710,1083513,56047,24554,1164114,103643,82915,4249,1829,88993,SimulationLapin_192_mois_13|01_01:06_15.csv
138,206459,1171988,60618,26621,1259227,110862,88475,4571,2067,95113,SimulationLapin_192_mois_13|01_01:06_15.csv
139,223776,1268911,65566,28800,1363277,121367,96923,4948,2179,104050,SimulationLapin_192_mois_13|01_01:06_15.csv
140,241891,1372299,70998,31074,1474371,129209,103388,5432,2274,111094,SimulationLapin_192_mois_13|01_01:06_15.csv
141,262114,1485560,76724,33557,1595841,141693,113261,5726,2483,121470,SimulationLapin_192_mois_13|01_01:06_15.csv
142,283264,1607133,82971,36321,1726425,151734,121573,6247,2764,130584,SimulationLapin_192_mois_13|01_01:06_15.csv
143,306597,1739538,89712,39332,1868582,165490,132405,6741,3011,142157,SimulationLapin_192_mois_13|01_01:06_15.csv
144,331653,1881797,97111,42595,2021503,177977,142259,7399,3263,152921,SimulationLapin_192_mois_13|01_01:06_15.csv
145,358895,2037263,104915,46088,2188266,194005,155466,7804,3493,166763,SimulationLapin_192_mois_13|01_01:06_15.csv
146,388020,2203942,113446,49869,2367257,208116,166679,8531,3781,178991,SimulationLapin_192_mois_13|01_01:06_15.csv
147,420086,2385808,122736,54056,2562600,227409,181866,9290,4187,195343,SimulationLapin_192_mois_13|01_01:06_15.csv
148,454762,2581791,132710,58478,2772979,245055,195983,9974,4422,210379,SimulationLapin_192_mois_13|01_01:06_15.csv
149,491799,2793945,143647,63249,3000841,264899,212154,10937,4771,227862,SimulationLapin_192_mois_13|01_01:06_15.csv
150,531860,3023262,155423,68361,3247046,286266,229317,11776,5112,246205,SimulationLapin_192_mois_13|01_01:06_15.csv
151,575374,3272511,168198,73929,3514638,311106,249249,12775,5568,267592,SimulationLapin_192_mois_13|01_01:06_15.csv
152,622457,3540041,181677,79849,3801567,334012,267530,13479,5920,286929,SimulationLapin_192_mois_13|01_01:06_15.csv
153,673698,3831267,196527,86523,4114317,363991,291226,14850,6674,312750,SimulationLapin_192_mois_13|01_01:06_15.csv
154,729301,4145666,212399,93637,4451702,392988,314399,15872,7114,337385,SimulationLapin_192_mois_13|01_01:06_15.csv
155,789686,4487111,229735,101354,4818200,426883,341445,17336,7717,366498,SimulationLapin_192_mois_13|01_01:06_15.csv
156,854482,4853507,248852,109456,5211815,458411,366396,19117,8102,393615,SimulationLapin_192_mois_13|01_01:06_15.csv
157,924703,5252602,269232,118521,5640355,498761,399095,20380,9065,428540,SimulationLapin_192_mois_13|01_01:06_15.csv
158,1000006,5680732,291494,128349,6100575,535523,428130,22262,9828,460220,SimulationLapin_192_mois_13|01_01:06_15.csv
159,1082395,6146564,315504,138778,6600846,582660,465832,24010,10429,500271,SimulationLapin_192_mois_13|01_01:06_15.csv
160,1171369,6649301,341341,150038,7140680,628808,502737,25837,11260,539834,SimulationLapin_192_mois_13|01_01:06_15.csv
161,1267206,7195272,369517,162513,7727302,682459,545971,28176,12475,586622,SimulationLapin_192_mois_13|01_01:06_15.csv
162,1370438,7782967,399841,175928,8358736,734666,587695,30324,13415,631434,SimulationLapin_192_mois_13|01_01:06_15.csv
163,1482981,8422748,432747,190245,9045740,799547,639781,32906,14317,687004,SimulationLapin_192_mois_13|01_01:06_15.csv
164,1604093,9112769,467992,205734,9786495,861867,690021,35245,15489,740755,SimulationLapin_192_mois_13|01_01:06_15.csv
165,1736166,9861289,506291,222682,10590262,935840,748520,38299,16948,803767,SimulationLapin_192_mois_13|01_01:06_15.csv
166,1878230,10671071,547650,241128,11459849,1011651,809782,41359,18446,869587,SimulationLapin_192_mois_13|01_01:06_15.csv
167,2032364,11548180,593098,261003,12402281,1096566,877109,45448,19875,942432,SimulationLapin_192_mois_13|01_01:06_15.csv
168,2198722,12495795,641706,282680,13420181,1184258,947615,48608,21677,1017900,SimulationLapin_192_mois_13|01_01:06_15.csv
169,2379869,13522108,694474,306181,14522763,1283729,1026313,52768,23501,1102582,SimulationLapin_192_mois_13|01_01:06_15.csv
170,2575059,14629721,751245,331448,15712414,1384841,1107613,56771,25267,1189651,SimulationLapin_192_mois_13|01_01:06_15.csv
171,2785708,15830443,813311,358702,17002456,1500691,1200722,62066,27254,1290042,SimulationLapin_192_mois_13|01_01:06_15.csv
172,3013816,17127208,880452,388121,18395781,1621433,1296765,67141,29419,1393325,SimulationLapin_192_mois_13|01_01:06_15.csv
173,3261715,18533380,952595,419736,19905711,1757829,1406172,72143,31615,1509930,SimulationLapin_192_mois_13|01_01:06_15.csv
174,3527847,20051952,1031403,454289,21537644,1898065,1518572,78808,34553,1631933,SimulationLapin_192_mois_13|01_01:06_15.csv
175,3819246,21700180,1115744,491385,23307309,2061064,1648228,84341,37096,1769665,SimulationLapin_192_mois_13|01_01:06_15.csv
176,4132517,23476954,1207445,531790,25216189,2222151,1776774,91701,40405,1908880,SimulationLapin_192_mois_13|01_01:06_15.csv
177,4470533,25405613,1306404,575615,27287632,2409459,1928659,98959,43825,2071443,SimulationLapin_192_mois_13|01_01:06_15.csv
178,4835721,27488158,1413894,622928,29524980,2602536,2082545,107490,47313,2237348,SimulationLapin_192_mois_13|01_01:06_15.csv
179,5233386,29741187,1529202,674195,31944584,2817269,2253029,115308,51267,2419604,SimulationLapin_192_mois_13|01_01:06_15.csv
180,5662829,32181433,1654272,729227,34564932,3049791,2440246,125070,55032,2620348,SimulationLapin_192_mois_13|01_01:06_15.csv
181,6128117,34819680,1790305,789109,37399094,3299450,2638247,136033,59882,2834162,SimulationLapin_192_mois_13|01_01:06_15.csv
182,6632354,37677995,1936331,853640,40467966,3573109,2858315,146026,64531,3068872,SimulationLapin_192_mois_13|01_01:06_15.csv
183,7178326,40766485,2094513,923973,43784971,3862977,3088490,158182,70333,3317005,SimulationLapin_192_mois_13|01_01:06_15.csv
184,7768899,44113487,2266430,999930,47379847,4185449,3347002,171917,75957,3594876,SimulationLapin_192_mois_13|01_01:06_15.csv
185,8405741,47732024,2453067,1081832,51266923,4523918,3618537,186637,81902,3887076,SimulationLapin_192_mois_13|01_01:06_15.csv
186,9096711,51646543,2654269,1170438,55471250,4895297,3914519,201202,88606,4204327,SimulationLapin_192_mois_13|01_01:06_15.csv
187,9841260,55884824,2871989,1267025,60023838,5297137,4238281,217720,96587,4552588,SimulationLapin_192_mois_13|01_01:06_15.csv
188,10648753,60470819,3107105,1371035,64948959,5732614,4585995,235116,104010,4925121,SimulationLapin_192_mois_13|01_01:06_15.csv
189,11522144,65432664,3361327,1482934,70276925,6201357,4961845,254222,111899,5327966,SimulationLapin_192_mois_13|01_01:06_15.csv
190,12467765,70804923,3636574,1604728,76046225,6714921,5372259,275247,121794,5769300,SimulationLapin_192_mois_13|01_01:06_15.csv
191,13491511,76614028,3935133,1736713,82285874,7263395,5809105,298559,131985,6239649,SimulationLapin_192_mois_13|01_01:06_15.csv
192,14599493,82903314,4257972,1879200,89040486,7862594,6289286,322839,142487,6754612,SimulationLapin_192_mois_13|01_01:06_15.csv
1,4,0,0,0,0,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
2,6,7,0,1,8,10,7,0,1,8,SimulationLapin_192_mois_13|01_01:06_16.csv
3,6,7,0,1,8,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
4,7,13,0,1,14,7,6,0,0,6,SimulationLapin_192_mois_13|01_01:06_16.csv
5,7,13,0,1,14,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
6,9,18,0,1,19,7,5,0,0,5,SimulationLapin_192_mois_13|01_01:06_16.csv
7,9,18,0,1,19,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
8,13,29,0,1,30,15,11,0,0,11,SimulationLapin_192_mois_13|01_01:06_16.csv
9,12,29,1,1,31,0,0,1,0,1,SimulationLapin_192_mois_13|01_01:06_16.csv
10,15,43,1,1,45,17,14,0,0,14,SimulationLapin_192_mois_13|01_01:06_16.csv
11,15,43,1,1,45,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
12,16,49,2,1,52,8,6,1,0,7,SimulationLapin_192_mois_13|01_01:06_16.csv
13,16,49,2,1,52,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:06_16.csv
14,20,63,2,1,66,18,14,0,0,14,SimulationLapin_192_mois_13|01_01:06_16.csv
15,20,66,3,1,70,4,3,1,0,4,SimulationLapin_192_mois_13|01_01:06_16.csv
16,23,82,3,2,87,20,16,0,1,17,SimulationLapin_192_mois_13|01_01:06_16.csv
17,24,86,4,2,92,6,4,1,0,5,SimulationLapin_192_mois_13|01_01:06_16.csv
18,26,105,4,2,111,21,19,0,0,19,SimulationLapin_192_mois_13|01_01:06_16.csv
19,28,109,4,2,115,6,4,0,0,4,SimulationLapin_192_mois_13|01_01:06_16.csv
20,35,131,4,2,137,29,22,0,0,22,SimulationLapin_192_mois_13|01_01:06_16.csv
21,39,139,4,2,145,12,8,0,0,8,SimulationLapin_192_mois_13|01_01:06_16.csv
22,47,172,5,3,180,43,33,1,1,35,SimulationLapin_192_mois_13|01_01:06_16.csv
23,47,184,8,3,195,15,12,3,0,15,SimulationLapin_192_mois_13|01_01:06_16.csv
24,59,211,11,3,225,42,27,3,0,30,SimulationLapin_192_mois_13|01_01:06_16.csv
25,60,226,13,3,242,18,15,2,0,17,SimulationLapin_192_mois_13|01_01:06_16.csv
26,69,254,15,3,272,39,28,2,0,30,SimulationLapin_192_mois_13|01_01:06_16.csv
27,69,269,18,6,293,21,15,3,3,21,SimulationLapin_192_mois_13|01_01:06_16.csv
28,76,303,22,6,331,45,34,4,0,38,SimulationLapin_192_mois_13|01_01:06_16.csv
29,84,329,25,6,360,37,26,3,0,29,SimulationLapin_192_mois_13|01_01:06_16.csv
30,96,382,25,7,414,66,53,0,1,54,SimulationLapin_192_mois_13|01_01:06_16.csv
31,103,427,28,8,463,56,45,3,1,49,SimulationLapin_192_mois_13|01_01:06_16.csv
32,113,483,29,8,520,67,56,1,0,57,SimulationLapin_192_mois_13|01_01:06_16.csv
33,121,533,34,10,577,65,50,5,2,57,SimulationLapin_192_mois_13|01_01:06_16.csv
34,122,600,40,13,653,77,67,6,3,76,SimulationLapin_192_mois_13|01_01:06_16.csv
35,133,663,42,18,723,81,63,2,5,70,SimulationLapin_192_mois_13|01_01:06_16.csv
36,146,736,44,18,798,88,73,2,0,75,SimulationLapin_192_mois_13|01_01:06_16.csv
37,155,794,50,18,862,73,58,6,0,64,SimulationLapin_192_mois_13|01_01:06_16.csv
